pack_category,pack_name,korean,translation
🇻🇳 TC3,B12 - 인터넷,이미지,hình ảnh
🇻🇳 TC3,B12 - 인터넷,검색,tìm kiếm
🇻🇳 TC3,B12 - 인터넷,댓글,ý kiến cá nhân
🇻🇳 TC3,B12 - 인터넷,보내기,gửi
🇻🇳 TC3,B12 - 인터넷,답 메일,Thư điện tử (E-mail)trả lời
🇻🇳 TC3,B12 - 인터넷,받기,nhận
🇻🇳 TC3,B12 - 인터넷,전체 메일,thư gửi cho nhiều người
🇻🇳 TC3,B12 - 인터넷,전달하기,chuyển tiếp
🇻🇳 TC3,B12 - 인터넷,이메일 주소,địa chỉ email
🇻🇳 TC3,B12 - 인터넷,복사하기,sao chép
🇻🇳 TC3,B12 - 인터넷,잘라내기,cắt
🇻🇳 TC3,B12 - 인터넷,불러오기,mở
🇻🇳 TC3,B12 - 인터넷,글씨 크기,cỡ chữ
🇻🇳 TC3,B12 - 인터넷,삭제하기,"bỏ, xoá"
🇻🇳 TC3,B12 - 인터넷,오려두기,cắt(văn bản)
🇻🇳 TC3,B12 - 인터넷,되돌리기,quay lại
🇻🇳 TC3,B12 - 인터넷,글씨 모양,phông chữ
🇻🇳 TC3,B12 - 인터넷,저장하기,lưu
🇻🇳 TC3,B12 - 인터넷,붙이기,dán
🇻🇳 TC3,B12 - 인터넷,인쇄하기,in
🇻🇳 TC3,B12 - 인터넷,문단 모양,kiểu đoạn
🇻🇳 TC3,B13 - 희망,희망/ 꿈이 있다,có ước mơ/hy vọng
🇻🇳 TC3,B13 - 희망,희망/ 꿈을 가지다,mang ước mơ/hy vọng
🇻🇳 TC3,B13 - 희망,희망적이다,có tính hy vọng
🇻🇳 TC3,B13 - 희망,희망/ 꿈을 키우다,Nuôi dưỡng ước mơ/hy vọng
🇻🇳 TC3,B13 - 희망,희망/ 꿈을 나누다,chia sẻ ước mơ/hy vọng
🇻🇳 TC3,B13 - 희망,희망을 잃다,Đánh mất hy vọng
🇻🇳 TC3,B13 - 희망,꿈을 펼치다,dang rộng ước mơ
🇻🇳 TC3,B13 - 희망,장래 희망,hy vọng trong tương lai
🇻🇳 TC3,B13 - 희망,진로,bước tiến trong tương lai
🇻🇳 TC3,B13 - 희망,진로를 정하다,định ra bước tiến trong tương lai
🇻🇳 TC3,B13 - 희망,취업하다,xin việc làm
🇻🇳 TC3,B13 - 희망,진학하다,Học lên cao
🇻🇳 TC3,B13 - 희망,유학을 가다,đi du học
🇻🇳 TC3,B13 - 희망,적성에 맞다,phù hợp với sở trường
🇻🇳 TC3,B13 - 희망,경험을 쌓다,tích lũy kinh nghiệm
🇻🇳 TC3,B13 - 희망,봉사 활동을 하다,hoạt động từ thiện
🇻🇳 TC3,B13 - 희망,기부를 하다,quyên góp
🇻🇳 TC3,B13 - 희망,자원봉사를 하다,làm từ thiện tình nguyện
🇻🇳 TC3,B13 - 희망,자원봉사자,người hoạt động từ thiện tình nguyện
🇻🇳 TC3,B13 - 희망,양로원,viện dưỡng lão
🇻🇳 TC3,B13 - 희망,고아원,viện trẻ mồ côi
🇻🇳 TC3,B13 - 희망,시각장애인,người khiếm thị
🇻🇳 TC3,B13 - 희망,청각장애인,người khiếm thính
🇻🇳 TC3,B13 - 희망,신체장애인,người tàn tật
🇻🇳 TC3,B13 - 희망,장애인 복지시설,Thiết bị phục vụ người tàn tật
🇻🇳 TC3,B13 - 희망,보람이 있다,có ý nghĩa
🇻🇳 TC3,B13 - 희망,보람을 느끼다,cảm thấy có ý nghĩa
🇻🇳 TC3,B13 - 희망,성공하다,thành công
🇻🇳 TC3,B13 - 희망,성공을 거두다,gặt hái thành công
🇻🇳 TC3,B13 - 희망,성공 비결,bí quyết thành công
🇻🇳 TC3,B13 - 희망,꿈을 이루다,đạt được ước mơ
🇻🇳 TC3,B13 - 희망,도전하다,thử thách
🇻🇳 TC3,B13 - 희망,실패하다,thất bại
🇻🇳 TC3,B13 - 희망,노력하다,nổ lực
🇻🇳 TC3,B13 - 희망,최선을 다하다,cố gắng hết mình
🇻🇳 TC3,B13 - 희망,좌절하다,dao động
🇻🇳 TC3,B13 - 희망,용기를 가지다,có dũng khí
🇻🇳 TC3,B13 - 희망,(어려움/장애/가난)을/를 극복하다,khắc phục khó khăn /trở ngại/nghèo khó
🇻🇳 TC3,B14 - 영화와 드라마,배우,diễn viên
🇻🇳 TC3,B14 - 영화와 드라마,탤런트,"người có tài năng, người nổi tiếng"
🇻🇳 TC3,B14 - 영화와 드라마,감독,đạo diễn
🇻🇳 TC3,B14 - 영화와 드라마,주인공,nhân vật chính
🇻🇳 TC3,B14 - 영화와 드라마,조연,vai phụ
🇻🇳 TC3,B14 - 영화와 드라마,역할(을 맡다),nhận vai
🇻🇳 TC3,B14 - 영화와 드라마,대사,lời thoại
🇻🇳 TC3,B14 - 영화와 드라마,장면,cảnh
🇻🇳 TC3,B14 - 영화와 드라마,줄거리,cốt truyện
🇻🇳 TC3,B14 - 영화와 드라마,배경음악,nhạc nền
🇻🇳 TC3,B14 - 영화와 드라마,연기를 잘하다,diễn xuất tốt
🇻🇳 TC3,B14 - 영화와 드라마,인기가 있다/없다,được hâm mộ/ không được hâm mộ
🇻🇳 TC3,B14 - 영화와 드라마,실감나다,cảm giác như thật
🇻🇳 TC3,B14 - 영화와 드라마,촬영하다,quay phim
🇻🇳 TC3,B14 - 영화와 드라마,출연하다,"biểu diễn, đóng (kịch, phim...)"
🇻🇳 TC3,B14 - 영화와 드라마,공포 영화,phim kinh dị
🇻🇳 TC3,B14 - 영화와 드라마,액션 영화,phim hành động
🇻🇳 TC3,B14 - 영화와 드라마,멜로 영화,phim tình cảm lãng mạn
🇻🇳 TC3,B14 - 영화와 드라마,코미디 영화,phim hài
🇻🇳 TC3,B14 - 영화와 드라마,만화영화,phim hoạt hình
🇻🇳 TC3,B14 - 영화와 드라마,전쟁 영화,phim chiến tranh
🇻🇳 TC3,B14 - 영화와 드라마,판타지 영화,"phim tưởng tượng, phim lập dị"
🇻🇳 TC3,B14 - 영화와 드라마,공상과학영화,phim khoa học viễn tưởng
🇻🇳 TC3,B14 - 영화와 드라마,감동적이다,cảm động
🇻🇳 TC3,B14 - 영화와 드라마,슬프다,buồn
🇻🇳 TC3,B14 - 영화와 드라마,신나다,"phấn khởi, hoan hỉ"
🇻🇳 TC3,B14 - 영화와 드라마,웃기다,buồn cười
🇻🇳 TC3,B14 - 영화와 드라마,오싹하다,"lạnh lẽo, giá lạnh"
🇻🇳 TC3,B14 - 영화와 드라마,끔찍하다,"kinh khủng, khủng khiếp"
🇻🇳 TC3,B14 - 영화와 드라마,폭력적이다,bạo lực
🇻🇳 TC3,B14 - 영화와 드라마,인상적이다,ấn tượng
🇻🇳 TC3,B14 - 영화와 드라마,기억에 남다,đáng nhớ
🇻🇳 TC3,B14 - 영화와 드라마,예매하다,đặt vé
🇻🇳 TC3,B14 - 영화와 드라마,개봉하다,khởi chiếu
🇻🇳 TC3,B14 - 영화와 드라마,매진되다,bán hết
🇻🇳 TC3,B14 - 영화와 드라마,관람하다,xem phim
🇻🇳 TC3,B14 - 영화와 드라마,관람객,người xem
🇻🇳 TC3,B14 - 영화와 드라마,예고편,bản giới thiệu tóm tắt
🇻🇳 TC3,B14 - 영화와 드라마,상영하다,"trình, chiếu"
🇻🇳 TC3,B14 - 영화와 드라마,상영관,phòng chiếu phim
🇻🇳 TC3,B14 - 영화와 드라마,상영 시간,thời gian chiếu
🇻🇳 TC3,B14 - 영화와 드라마,조조,sáng sớm
🇻🇳 TC3,B14 - 영화와 드라마,심야 영화,phim chiếu lúc nửa đêm
🇻🇳 TC3,B14 - 영화와 드라마,시사회,buổi lễ ra mắt phim
🇻🇳 TC3,B14 - 영화와 드라마,매표소,điểm bán vé
🇻🇳 TC3,B14 - 영화와 드라마,영화 표,vé xem phim
🇻🇳 TC3,B14 - 영화와 드라마,회,tập(phim)
🇻🇳 TC3,B15 - 예절과 규칙,예절,"lễ phép, lễ độ"
🇻🇳 TC3,B15 - 예절과 규칙,예의,lễ nghĩa
🇻🇳 TC3,B15 - 예절과 규칙,규칙,quy tắc
🇻🇳 TC3,B15 - 예절과 규칙,법,"luật, phép"
🇻🇳 TC3,B15 - 예절과 규칙,도덕,đạo đức
🇻🇳 TC3,B15 - 예절과 규칙,예절[예의]을/를 지키다,giữ lễ nghĩa/ giữ lễ phép
🇻🇳 TC3,B15 - 예절과 규칙,예절 바르다,"lễ phép, lễ độ, đúng mực"
🇻🇳 TC3,B15 - 예절과 규칙,예절[예의]을/를 안 지키다,không giữ lễ phép
🇻🇳 TC3,B15 - 예절과 규칙,예의가 없다,"không lễ phép, vô lễ"
🇻🇳 TC3,B15 - 예절과 규칙,예의에 어긋나다,"trái với lễ nghĩa, vô lễ"
🇻🇳 TC3,B15 - 예절과 규칙,실례가 되다,thất lễ
🇻🇳 TC3,B15 - 예절과 규칙,규칙을 지키다,giữ quy tắc
🇻🇳 TC3,B15 - 예절과 규칙,규칙[법]을 어기다[위반하다],"trái, vi phạm quy tắc [luật]"
🇻🇳 TC3,B15 - 예절과 규칙,피해를 주다,gây hại
🇻🇳 TC3,B15 - 예절과 규칙,질서가 있다,"có trật tự, có nề nếp"
🇻🇳 TC3,B15 - 예절과 규칙,규칙에 어긋나다,trái quy tắc
🇻🇳 TC3,B15 - 예절과 규칙,방해하다,cản trở
