pack_category,pack_name,korean,translation
Intermediate 3,B13 - Hopes,최선을 다하다,"to do one's best"
Intermediate 3,B13 - Hopes,좌절하다,"to be frustrated/discouraged"
Intermediate 3,B13 - Hopes,용기를 가지다,"to have courage"
Intermediate 3,B13 - Hopes,(어려움/장애/가난)을/를 극복하다,"to overcome (difficulty/obstacle/poverty)"
Intermediate 3,B14 - Movies,배우,"actor/actress"
Intermediate 3,B14 - Movies,탤런트,"TV personality/actor"
Intermediate 3,B14 - Movies,감독,"director"
Intermediate 3,B14 - Movies,주인공,"protagonist/main character"
Intermediate 3,B14 - Movies,조연,"supporting role"
Intermediate 3,B14 - Movies,역할(을 맡다),"to take a role"
Intermediate 3,B14 - Movies,대사,"lines/dialogue"
Intermediate 3,B14 - Movies,장면,"scene"
Intermediate 3,B14 - Movies,줄거리,"plot/summary"
Intermediate 3,B14 - Movies,배경음악,"background music"
Intermediate 3,B14 - Movies,연기를 잘하다,"to act well"
Intermediate 3,B14 - Movies,인기가 있다/없다,"to be popular/unpopular"
Intermediate 3,B14 - Movies,실감나다,"to be realistic"
Intermediate 3,B14 - Movies,촬영하다,"to film/shoot"
Intermediate 3,B14 - Movies,출연하다,"to appear (in a movie/show)"
Intermediate 3,B14 - Movies,공포 영화,"horror movie"
Intermediate 3,B14 - Movies,액션 영화,"action movie"
Intermediate 3,B14 - Movies,멜로 영화,"melodrama/romance"
Intermediate 3,B14 - Movies,코미디 영화,"comedy movie"
Intermediate 3,B14 - Movies,만화영화,"animated movie"
Intermediate 3,B14 - Movies,전쟁 영화,"war movie"
Intermediate 3,B14 - Movies,판타지 영화,"fantasy movie"
Intermediate 3,B14 - Movies,공상과학영화,"sci-fi movie"
Intermediate 3,B14 - Movies,감동적이다,"to be touching/moving"
Intermediate 3,B14 - Movies,슬프다,"to be sad"
Intermediate 3,B14 - Movies,신나다,"to be excited"
Intermediate 3,B14 - Movies,웃기다,"to be funny"
Intermediate 3,B14 - Movies,오싹하다,"to be chilly/creepy"
Intermediate 3,B14 - Movies,끔찍하다,"to be terrible/horrible"
Intermediate 3,B14 - Movies,폭력적이다,"to be violent"
Intermediate 3,B14 - Movies,인상적이다,"to be impressive"
Intermediate 3,B14 - Movies,기억에 남다,"to be memorable"
Intermediate 3,B14 - Movies,예매하다,"to book in advance"
Intermediate 3,B14 - Movies,개봉하다,"to release (movie)"
Intermediate 3,B14 - Movies,매진되다,"to be sold out"
Intermediate 3,B14 - Movies,관람하다,"to watch/view"
Intermediate 3,B14 - Movies,관람객,"audience/viewer"
Intermediate 3,B14 - Movies,예고편,"trailer"
Intermediate 3,B14 - Movies,상영하다,"to screen/show"
Intermediate 3,B14 - Movies,상영관,"cinema/theater"
Intermediate 3,B14 - Movies,상영 시간,"running time/show time"
Intermediate 3,B14 - Movies,조조,"early morning show"
Intermediate 3,B14 - Movies,심야 영화,"late-night movie"
Intermediate 3,B14 - Movies,시사회,"preview/premiere"
Intermediate 3,B14 - Movies,매표소,"ticket office"
Intermediate 3,B14 - Movies,영화 표,"movie ticket"
Intermediate 3,B14 - Movies,회,"episode/round"
Intermediate 3,B15 - Etiquette,예절,"etiquette/manners"
Intermediate 3,B15 - Etiquette,예의,"politeness/courtesy"
Intermediate 3,B15 - Etiquette,규칙,"rule"
Intermediate 3,B15 - Etiquette,법,"law"
Intermediate 3,B15 - Etiquette,도덕,"morals"
Intermediate 3,B15 - Etiquette,예절[예의]을/를 지키다,"to follow etiquette/manners"
Intermediate 3,B15 - Etiquette,예절 바르다,"to have good manners"
Intermediate 3,B15 - Etiquette,예절[예의]을/를 안 지키다,"to not follow etiquette"
Intermediate 3,B15 - Etiquette,예의가 없다,"to be rude/have no manners"
Intermediate 3,B15 - Etiquette,예의에 어긋나다,"to go against etiquette"
Intermediate 3,B15 - Etiquette,실례가 되다,"to be impolite/disrespectful"
Intermediate 3,B15 - Etiquette,규칙을 지키다,"to follow rules"
Intermediate 3,B15 - Etiquette,규칙[법]을 어기다[위반하다],"to break/violate rules [law]"
Intermediate 3,B15 - Etiquette,피해를 주다,"to cause harm/damage"
Intermediate 3,B15 - Etiquette,질서가 있다,"to be orderly"
Intermediate 3,B15 - Etiquette,규칙에 어긋나다,"to go against the rules"
Intermediate 3,B15 - Etiquette,방해하다,"to disturb/hinder"
