pack_category,pack_name,korean,translation
Trung cấp 4,B9 - Chỗ làm,또박또박,"rành rọt"
Trung cấp 4,B9 - Chỗ làm,자기 계발,"phát triển bản thân"
Trung cấp 4,B9 - Chỗ làm,전공을 살리다,"phát huy chuyên môn"
Trung cấp 4,B9 - Chỗ làm,굽히다,"gấp"
Trung cấp 4,B9 - Chỗ làm,비뚤어지다,"uốn cong, lệch, gãy"
Trung cấp 4,B9 - Chỗ làm,정성을 다하다,"làm hết lòng"
Trung cấp 4,B9 - Chỗ làm,까다롭다,"nghiêm khắc, khó tính"
Trung cấp 4,B9 - Chỗ làm,소용없다,"không có tác dụng, vô dụng"
Trung cấp 4,B9 - Chỗ làm,(회사를) 차리다,"thành lập công ty"
Trung cấp 4,B10 - Tiết kiệm,절약하다,"tiết kiệm"
Trung cấp 4,B10 - Tiết kiệm,아끼다,"tiếc, không sử dụng bừa bãi"
Trung cấp 4,B10 - Tiết kiệm,모으다,"gom góp, tập trung lại"
Trung cấp 4,B10 - Tiết kiệm,저축,"tích luỹ"
Trung cấp 4,B10 - Tiết kiệm,적금,"tiền tiết kiệm"
Trung cấp 4,B10 - Tiết kiệm,저금통,"hòm đựng tiền tiết kiệm, ống tiến tiết kiệm"
Trung cấp 4,B10 - Tiết kiệm,목돈,"số tiền lớn"
Trung cấp 4,B10 - Tiết kiệm,푼돈,"tiền lẻ"
Trung cấp 4,B10 - Tiết kiệm,중고품,"đồ vật cũ"
Trung cấp 4,B10 - Tiết kiệm,헌책방,"phòng sách cũ"
Trung cấp 4,B10 - Tiết kiệm,재활용품 센터,"trung tâm đồ vật tái sử dụng"
Trung cấp 4,B10 - Tiết kiệm,구두쇠,"người keo kiệt, bùn xin"
Trung cấp 4,B10 - Tiết kiệm,검소하다,"giảm"
Trung cấp 4,B10 - Tiết kiệm,알뜰하다,"tằn tiện, tiết kiệm"
Trung cấp 4,B10 - Tiết kiệm,에너지 절약,"tiết kiệm năng lượng"
Trung cấp 4,B10 - Tiết kiệm,자원 절약,"tiết kiệm tài nguyên"
Trung cấp 4,B10 - Tiết kiệm,절약 정신,"tinh thần tiết kiệm"
Trung cấp 4,B10 - Tiết kiệm,시간 절약,"tiết kiệm thời gian"
Trung cấp 4,B10 - Tiết kiệm,돈을 쓰다,"dùng tiền"
Trung cấp 4,B10 - Tiết kiệm,소비하다,"tiêu dùng"
Trung cấp 4,B10 - Tiết kiệm,낭비하다,"lãng phí"
Trung cấp 4,B10 - Tiết kiệm,과소비,"tiêu dùng quá mức"
Trung cấp 4,B10 - Tiết kiệm,충동구매,"mua sắm tùy tiện, mua sắm bừa bãi"
Trung cấp 4,B10 - Tiết kiệm,구입하다,"mua"
Trung cấp 4,B10 - Tiết kiệm,소비자,"người tiêu dùng"
Trung cấp 4,B10 - Tiết kiệm,물가,"vật giá"
Trung cấp 4,B10 - Tiết kiệm,돈을 펑펑 쓰다,"tiêu tiền bừa bãi"
Trung cấp 4,B10 - Tiết kiệm,돈을 물 쓰듯 하다,"tiêu tiền như nước"
Trung cấp 4,B10 - Tiết kiệm,밑 빠진 독에 물 붓기,"đồ nước vào thùng rỗng, làm chuyện không đâu"
Trung cấp 4,B10 - Tiết kiệm,소비 절약,"tiết kiệm tiêu dùng"
Trung cấp 4,B10 - Tiết kiệm,식비,"tiền ăn"
Trung cấp 4,B10 - Tiết kiệm,외식비,"tiền ăn ngoài"
Trung cấp 4,B10 - Tiết kiệm,문화·레저비,"chi phí giải trí văn hoá"
Trung cấp 4,B10 - Tiết kiệm,육아·교육비,"tiền nuôi, giáo dục trẻ nhỏ"
Trung cấp 4,B10 - Tiết kiệm,경조사비,"chi phí đám tiệc"
Trung cấp 4,B10 - Tiết kiệm,세금,"thuế"
Trung cấp 4,B10 - Tiết kiệm,공과금,"tiền đóng phí sinh hoạt (như phí ga, phí điện, phí nước)"
Trung cấp 4,B10 - Tiết kiệm,의료비,"chi phí y tế"
Trung cấp 4,B10 - Tiết kiệm,가계부,"số ghi chi tiêu trong nhà"
Trung cấp 4,B10 - Tiết kiệm,수입,"thu nhập"
Trung cấp 4,B10 - Tiết kiệm,지출,"chi phí, chi xuất"
Trung cấp 4,B10 - Tiết kiệm,잔액,"tiền thừa, tiền còn lại"
Trung cấp 4,B10 - Tiết kiệm,일시불,"trả một lần"
Trung cấp 4,B10 - Tiết kiệm,할부,"trả nhiều lần, trả góp"
Trung cấp 4,B10 - Tiết kiệm,무이자 할부,"trả góp không lãi suất"
Trung cấp 4,B10 - Tiết kiệm,결제하다,"thanh toán, quyết toán"
Trung cấp 4,B10 - Tiết kiệm,결제 대금,"tiền trả cuối kỳ"
Trung cấp 4,B10 - Tiết kiệm,한도 초과,"quá định mức"
Trung cấp 4,B11 - Kết hôn,결혼,"kết hôn"
Trung cấp 4,B11 - Kết hôn,혼인,"hôn nhân"
Trung cấp 4,B11 - Kết hôn,연애결혼,"kết hôn do yêu đương"
Trung cấp 4,B11 - Kết hôn,중매결혼,"kết hôn qua mai mối"
Trung cấp 4,B11 - Kết hôn,미혼,"chưa lập gia đình"
Trung cấp 4,B11 - Kết hôn,기혼,"đã lập gia đình"
Trung cấp 4,B11 - Kết hôn,독신,"độc thân"
Trung cấp 4,B11 - Kết hôn,이혼,"ly hôn"
Trung cấp 4,B11 - Kết hôn,결혼관,"quan niệm về hôn nhân"
Trung cấp 4,B11 - Kết hôn,혼수,"vật dụng cần dùng cho hôn nhân"
Trung cấp 4,B11 - Kết hôn,이상형,"mẫu người lý tưởng"
Trung cấp 4,B11 - Kết hôn,배우자,"người yêu, người kết hôn, ý trung nhân"
Trung cấp 4,B11 - Kết hôn,신랑감,"người xứng đáng làm chồng"
Trung cấp 4,B11 - Kết hôn,신붓감,"người xứng đáng làm vợ"
Trung cấp 4,B11 - Kết hôn,을/를 사귀다,"kết bạn"
Trung cấp 4,B11 - Kết hôn,맞선을 보다,"xem mắt"
Trung cấp 4,B11 - Kết hôn,데이트를 하다,"hẹn hò"
Trung cấp 4,B11 - Kết hôn,사랑하다,"yêu"
Trung cấp 4,B11 - Kết hôn,상견례,"lễ chạm ngõ"
Trung cấp 4,B11 - Kết hôn,예식장,"nơi tổ chức tiệc cưới"
Trung cấp 4,B11 - Kết hôn,청첩장,"thiệp mời"
Trung cấp 4,B11 - Kết hôn,축의금,"tiền mừng cưới"
Trung cấp 4,B11 - Kết hôn,신랑,"chú rể"
Trung cấp 4,B11 - Kết hôn,신부,"cô dâu"
Trung cấp 4,B11 - Kết hôn,주례,"chủ hôn"
Trung cấp 4,B11 - Kết hôn,주례사,"lời chủ hôn"
Trung cấp 4,B11 - Kết hôn,폐백,"lễ lạy cha mẹ, gia tộc bên chồng"
Trung cấp 4,B11 - Kết hôn,피로연,"tiệc cưới"
Trung cấp 4,B11 - Kết hôn,하객,"quan khách"
Trung cấp 4,B11 - Kết hôn,신혼여행,"du lịch tuần trăng mật"
Trung cấp 4,B11 - Kết hôn,장인,"nhạc gia, bố vợ"
Trung cấp 4,B11 - Kết hôn,장모,"nhạc mẫu, mẹ vợ"
Trung cấp 4,B11 - Kết hôn,시아버지,"bố chồng"
Trung cấp 4,B11 - Kết hôn,시어머니,"mẹ chồng"
Trung cấp 4,B11 - Kết hôn,시댁,"nhà chồng"
Trung cấp 4,B11 - Kết hôn,친정,"nhà bố mẹ ruột"
Trung cấp 4,B11 - Kết hôn,육아,"nuôi con"
Trung cấp 4,B11 - Kết hôn,가사,"việc nhà"
Trung cấp 4,B11 - Kết hôn,자녀를 양육하다,"dưỡng dục con cái"
Trung cấp 4,B11 - Kết hôn,낳다,"sinh con"
Trung cấp 4,B11 - Kết hôn,기르다,"nuôi"
Trung cấp 4,B11 - Kết hôn,출산하다,"sinh con"
Trung cấp 4,B12 - Sự cố & tai nạn,집중호우,"Mưa to, mưa tập trung"
Trung cấp 4,B12 - Sự cố & tai nạn,신고하다,"khai báo"
Trung cấp 4,B12 - Sự cố & tai nạn,자연재해,"thiên tai"
Trung cấp 4,B12 - Sự cố & tai nạn,인명 피해,"thiệt hại về người"
Trung cấp 4,B12 - Sự cố & tai nạn,응급처치,"điều trị khẩn cấp"
Trung cấp 4,B12 - Sự cố & tai nạn,구조대원,"nhân viên cứu hộ"
Trung cấp 4,B12 - Sự cố & tai nạn,구조하다,"cứu hộ"
Trung cấp 4,B12 - Sự cố & tai nạn,사건이 발생하다,"sự cố xảy ra, sự cố phát sinh"
Trung cấp 4,B12 - Sự cố & tai nạn,사건을 해결하다,"giải quyết sự cố"
Trung cấp 4,B12 - Sự cố & tai nạn,안전사고,"tai nạn do cẩu thả, do thiếu ý thức về an toàn lao động, tai nạn do bất cần"
Trung cấp 4,B12 - Sự cố & tai nạn,교통사고,"tai nạn giao thông"
Trung cấp 4,B12 - Sự cố & tai nạn,인명 사고,"tai nạn về người, tai nạn chết người"
Trung cấp 4,B12 - Sự cố & tai nạn,대형 사고,"tai nạn lớn"
Trung cấp 4,B12 - Sự cố & tai nạn,과속 운전,"lái xe quá tốc độ"
Trung cấp 4,B12 - Sự cố & tai nạn,화재가 나다,"xảy ra hỏa hoạn"
Trung cấp 4,B12 - Sự cố & tai nạn,화재가 발생하다,"phát sinh hỏa hạn"
Trung cấp 4,B12 - Sự cố & tai nạn,사고가 나다,"xảy ra tai nạn"
Trung cấp 4,B12 - Sự cố & tai nạn,사고를 당하다,"bị tai nạn"
Trung cấp 4,B12 - Sự cố & tai nạn,떨어지다,"rơi, rớt"
Trung cấp 4,B12 - Sự cố & tai nạn,미끄러지다,"trơn trợt"
Trung cấp 4,B12 - Sự cố & tai nạn,(물에) 빠지다,"té xuống (nước)"
Trung cấp 4,B12 - Sự cố & tai nạn,실종되다,"mất tích"
Trung cấp 4,B12 - Sự cố & tai nạn,부딪히다,"va chạm"
Trung cấp 4,B12 - Sự cố & tai nạn,속보,"tin nhanh"
Trung cấp 4,B12 - Sự cố & tai nạn,피해자,"nạn nhân"
Trung cấp 4,B12 - Sự cố & tai nạn,주요 뉴스,"tin chính"
Trung cấp 4,B12 - Sự cố & tai nạn,피의자,"người bị tình nghi"
Trung cấp 4,B12 - Sự cố & tai nạn,아나운서,"phát thanh viên"
Trung cấp 4,B12 - Sự cố & tai nạn,목격자,"người chứng kiến"
Trung cấp 4,B12 - Sự cố & tai nạn,기자,"ký giả, nhà báo"
Trung cấp 4,B12 - Sự cố & tai nạn,사망자,"người chết"
Trung cấp 4,B12 - Sự cố & tai nạn,부상자,"người bị thương"
Trung cấp 4,B12 - Sự cố & tai nạn,실종자,"người mất tích"
Trung cấp 4,B12 - Sự cố & tai nạn,사건/사고 현장,"hiện trường tai nạn"
Trung cấp 4,B12 - Sự cố & tai nạn,보도하다,"đưa tin"
Trung cấp 4,B12 - Sự cố & tai nạn,조사하다,"điều tra"
Trung cấp 4,B12 - Sự cố & tai nạn,위반하다,"vi phạm"
Trung cấp 4,B13 - Giáo dục,초등교육,"giáo dục tiểu học"
Trung cấp 4,B13 - Giáo dục,중등교육,"giáo dục phổ thông cơ sở"
Trung cấp 4,B13 - Giáo dục,고등교육,"giáo dục phổ thông trung học"
Trung cấp 4,B13 - Giáo dục,국립학교,"trường công lập"
Trung cấp 4,B13 - Giáo dục,공립학교,"trường công lập"
Trung cấp 4,B13 - Giáo dục,사립학교,"trường tư thục"
Trung cấp 4,B13 - Giáo dục,의무교육,"giáo dục bắt buộc"
Trung cấp 4,B13 - Giáo dục,공교육,"giáo dục công"
Trung cấp 4,B13 - Giáo dục,사교육,"giáo dục tư"
Trung cấp 4,B13 - Giáo dục,대학수학능력시험,"thi đại học"
Trung cấp 4,B13 - Giáo dục,검정고시,"thi lấy đế bằng, chứng chỉ, thi kiểm tra học lực hay trình độ chuyên môn"
Trung cấp 4,B13 - Giáo dục,내신 성적,"thành tích riêng"
Trung cấp 4,B13 - Giáo dục,논술 고사,"Xem xét báo cáo, luận văn"
Trung cấp 4,B13 - Giáo dục,심층 면접,"phỏng vấn sâu (một cách phỏng vấn nhằm tìm hiểu sâu hơn về đối tượng)"
Trung cấp 4,B13 - Giáo dục,특별 전형,"ưu tiên đặc biệt"
Trung cấp 4,B13 - Giáo dục,정시/ 수시,"thời gian quy định / bất kỳ lúc nào"
Trung cấp 4,B13 - Giáo dục,학생 생활기록부,"số ghi chép sinh hoạt của học sinh"
Trung cấp 4,B13 - Giáo dục,입학사정관,"người có thẩm quyền kiểm tra hồ sơ và quyết định cho phép nhập học"
Trung cấp 4,B13 - Giáo dục,조기교육,"cho đi học sớm"
Trung cấp 4,B13 - Giáo dục,영재교육,"đào tạo anh tài"
Trung cấp 4,B13 - Giáo dục,특수교육,"đào tạo đặc biệt"
Trung cấp 4,B13 - Giáo dục,온라인교육,"đào tạo qua mạng"
Trung cấp 4,B13 - Giáo dục,평생교육,"giáo dục dạy nghề hay những điều cần thiết trong đời sống, xã hội (như cắm hoa, nấu ăn, kỹ thuật...)"
Trung cấp 4,B13 - Giáo dục,학원/과외,"trung tâm / học thêm"
Trung cấp 4,B13 - Giáo dục,놀이방,"nhà trẻ"
Trung cấp 4,B13 - Giáo dục,유치원,"trường mẫu giáo"
Trung cấp 4,B13 - Giáo dục,전문대학,"trường chuyên nghề"
Trung cấp 4,B13 - Giáo dục,사이버 대학교,"đại học đào tạo từ xa"
Trung cấp 4,B13 - Giáo dục,수험생,"thí sinh"
Trung cấp 4,B13 - Giáo dục,해외 유학,"du học nước ngoài"
Trung cấp 4,B13 - Giáo dục,가정교육,"giáo dục gia đình"
Trung cấp 4,B13 - Giáo dục,선발하다,"tuyển chọn"
Trung cấp 4,B13 - Giáo dục,경쟁이 치열하다,"cạnh tranh gay gắt"
Trung cấp 4,B13 - Giáo dục,교육열이 높다,"coi trọng giáo dục, nhiệt huyết cao trong giáo dục"
Trung cấp 4,B14 - Môi trường,지구온난화,"sự nóng lên của trái đất"
Trung cấp 4,B14 - Môi trường,황사,"bão cát"
Trung cấp 4,B14 - Môi trường,대기오염,"ô nhiễm không khí"
Trung cấp 4,B14 - Môi trường,기후변화,"sự thay đổi khí hậu"
Trung cấp 4,B14 - Môi trường,산성비,"mưa a-xít"
Trung cấp 4,B14 - Môi trường,수질오염,"ô nhiễm nước"
Trung cấp 4,B14 - Môi trường,이상 기온,"khí hậu khác thường"
Trung cấp 4,B14 - Môi trường,스모그현상,"hiện tượng sương mù"
Trung cấp 4,B14 - Môi trường,토양오염,"Ô nhiễm đất"
Trung cấp 4,B14 - Môi trường,오염 물질,"chất ô nhiễm"
Trung cấp 4,B14 - Môi trường,쓰레기,"rác"
Trung cấp 4,B14 - Môi trường,자동차 매연,"khí thải xe"
Trung cấp 4,B14 - Môi trường,공장 폐수,"nước thải nhà máy"
Trung cấp 4,B14 - Môi trường,산업폐기물,"chất thải công nghiệp"
Trung cấp 4,B14 - Môi trường,생활하수,"nước thải sinh hoạt"
Trung cấp 4,B14 - Môi trường,일회용품,"sản phẩm dùng 1 lần"
Trung cấp 4,B14 - Môi trường,프레온가스,"khí thải freon"
Trung cấp 4,B14 - Môi trường,분리 배출,"thu dọn có phân loại"
Trung cấp 4,B14 - Môi trường,그린벨트,"vành đai xanh"
Trung cấp 4,B14 - Môi trường,재활용품,"đồ tái sử dụng"
Trung cấp 4,B14 - Môi trường,에너지 절약,"tiết kiệm năng lượng"
Trung cấp 4,B14 - Môi trường,무공해 에너지,"năng lương vô hại với môi trường"
Trung cấp 4,B14 - Môi trường,환경친화적 제품,"sản phẩm thân thiện môi trường"
Trung cấp 4,B14 - Môi trường,환경보호 단체,"đoàn thể bảo vệ môi trường"
Trung cấp 4,B14 - Môi trường,인간환경회의,"hội nghị môi trường con người"
Trung cấp 4,B14 - Môi trường,환경 지킴이,"giữ gìn môi trường sống"
Trung cấp 4,B14 - Môi trường,리우환경회의,"Hội nghị môi trường Rio"
Trung cấp 4,B15 - Chuyện ngày xưa,설화,"chuyện kế"
Trung cấp 4,B15 - Chuyện ngày xưa,신화,"chuyện thần thoại"
Trung cấp 4,B15 - Chuyện ngày xưa,전설,"truyền thuyết"
Trung cấp 4,B15 - Chuyện ngày xưa,민담,"chuyện dân gian"
Trung cấp 4,B15 - Chuyện ngày xưa,우화,"chuyện ngụ ngôn"
Trung cấp 4,B15 - Chuyện ngày xưa,동화,"truyện cổ tích, chuyện đồng thoại cho trẻ em"
Trung cấp 4,B15 - Chuyện ngày xưa,고전소설,"tiểu thuyết cổ truyền"
Trung cấp 4,B15 - Chuyện ngày xưa,비극,"bi kịch"
Trung cấp 4,B15 - Chuyện ngày xưa,희극,"hài kịch"
Trung cấp 4,B15 - Chuyện ngày xưa,영웅담,"chuyện anh hùng"
Trung cấp 4,B15 - Chuyện ngày xưa,지혜담,"chuyện thông minh"
Trung cấp 4,B15 - Chuyện ngày xưa,등장인물,"nhân vật xuất hiện trong truyện"
Trung cấp 4,B15 - Chuyện ngày xưa,주인공,"nhân vật chính"
Trung cấp 4,B15 - Chuyện ngày xưa,효녀,"con gái hiếu thảo"
Trung cấp 4,B15 - Chuyện ngày xưa,영웅,"anh hùng"
Trung cấp 4,B15 - Chuyện ngày xưa,열녀,"người phụ nữ đức hạnh"
Trung cấp 4,B15 - Chuyện ngày xưa,바보,"chàng ngốc"
Trung cấp 4,B15 - Chuyện ngày xưa,장군,"tướng quân"
Trung cấp 4,B15 - Chuyện ngày xưa,양반,"quan lại, quý tộc, thượng lưu"
Trung cấp 4,B15 - Chuyện ngày xưa,서민,"thường dân"
Trung cấp 4,B15 - Chuyện ngày xưa,오누이,"anh chị em"
Trung cấp 4,B15 - Chuyện ngày xưa,새어머니,"mẹ kế"
Trung cấp 4,B15 - Chuyện ngày xưa,도깨비,"con yêu tinh, con quỷ"
Trung cấp 4,B15 - Chuyện ngày xưa,줄거리,"nội dung, cốt truyện"
Trung cấp 4,B15 - Chuyện ngày xưa,주제,"chủ đề"
Trung cấp 4,B15 - Chuyện ngày xưa,소재,"chất liệu (viết nên câu chuyện)"
Trung cấp 4,B15 - Chuyện ngày xưa,결말,"lời kết"
Trung cấp 4,B15 - Chuyện ngày xưa,풍자,"trào phúng"
Trung cấp 4,B15 - Chuyện ngày xưa,교훈,"giáo huấn"
Trung cấp 4,B15 - Chuyện ngày xưa,권선징악,"khuyến khích cái thiện bài trừ cái ác"
Trung cấp 4,B15 - Chuyện ngày xưa,감동적이다,"cảm động"
Trung cấp 4,B15 - Chuyện ngày xưa,인상적이다,"ấn tượng"
